params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,mu_fur
3-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-0.800000-notes/run_0,1955,8485,3186,7254,0.1774936061381074,0.4952919020715631,0.0478356768679349,0.1859752504419564,fn>=0_inferred,347.0,1578.0,3.0,0.8
3-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-0.900000-notes/run_0,1281,8303,2236,7348,0.2279469164715066,0.5576923076923077,0.039738704409363,0.1501866795134288,fn>=0_inferred,292.0,1247.0,3.0,0.9
3-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-0.900000-notes/run_0,2018,8398,2999,7417,0.1774033696729435,0.4464821607202401,0.0482674935957934,0.1594427244582043,fn<0_inferred,358.0,1339.0,3.0,0.9
3-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-0.900000-notes/run_0,3299,16701,5235,14765,0.1970294028493482,0.4939828080229226,0.0440230274297324,0.1548410274833842,all,650.0,2586.0,3.0,0.9
3-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-0.900000-notes/run_0,1686,8406,2659,7433,0.1903914590747331,0.4866491162091012,0.0431857930848917,0.1539376635736379,fn<0,321.0,1294.0,3.0,0.9
3-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-0.900000-notes/run_0,1613,8295,2576,7332,0.2039677619342839,0.5015527950310559,0.0448717948717948,0.1557564798071127,fn>=0,329.0,1292.0,3.0,0.9
3-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-1.000000-notes/run_0,1546,8445,2604,7387,0.1642949547218628,0.5038402457757296,0.0343847299309597,0.1553582001184132,fn>=0,254.0,1312.0,3.0,1.0
3-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-1.000000-notes/run_0,1619,8390,2619,7390,0.1667696108709079,0.48491790759832,0.0365358592692828,0.1513706793802145,fn<0,270.0,1270.0,3.0,1.0
3-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-1.000000-notes/run_0,3165,16835,5223,14777,0.1655608214849921,0.4943519050354202,0.0354605129593286,0.1533709533709533,all,524.0,2582.0,3.0,1.0
3-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-1.000000-notes/run_0,1672,8533,2784,7421,0.1537081339712918,0.4917385057471264,0.0346314512868885,0.1604359545294738,fn<0_inferred,257.0,1369.0,3.0,1.0
3-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/3-r_fun-1.000000-notes/run_0,1493,8302,2439,7356,0.1788345612860013,0.4973349733497335,0.0362969004893964,0.1461093712358467,fn>=0_inferred,267.0,1213.0,3.0,1.0
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.000000-notes/run_0,2198,7875,2621,7452,0.3102820746132848,0.4215948111407859,0.0915190552871712,0.1403174603174603,fn>=0,682.0,1105.0,30.0,0.0
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.000000-notes/run_0,4367,15633,5196,14804,0.3150904511106022,0.424364896073903,0.0929478519319103,0.1410477835348301,all,1376.0,2205.0,30.0,0.0
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.000000-notes/run_0,2169,7758,2575,7352,0.3199631166436145,0.4271844660194174,0.0943960826985854,0.1417891209074503,fn<0,694.0,1100.0,30.0,0.0
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.000000-notes/run_0,3348,8602,4398,7552,0.2461170848267622,0.4261027739881764,0.1091101694915254,0.2178563124854685,fn<0_inferred,824.0,1874.0,30.0,0.0
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.000000-notes/run_0,1019,7031,798,7252,0.5417075564278705,0.4147869674185463,0.0761169332597904,0.0470772294126013,fn>=0_inferred,552.0,331.0,30.0,0.0
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.100000-notes/run_0,4404,15596,5159,14841,0.3278837420526794,0.4262453963946501,0.0972980257395054,0.1409976917158245,all,1444.0,2199.0,30.0,0.1
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.100000-notes/run_0,2096,7811,2541,7366,0.3091603053435114,0.4301456119637938,0.0879717621504208,0.1399308667264114,fn>=0,648.0,1093.0,30.0,0.1
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.100000-notes/run_0,2874,8154,3626,7402,0.2700069589422408,0.4214009928295643,0.1048365306673872,0.1873926907039489,fn<0_inferred,776.0,1528.0,30.0,0.1
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.100000-notes/run_0,1530,7442,1533,7439,0.4366013071895425,0.4377038486627527,0.0897970157279204,0.0901639344262295,fn>=0_inferred,668.0,671.0,30.0,0.1
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.100000-notes/run_0,2308,7785,2618,7475,0.3448873483535528,0.4224598930481283,0.1064882943143812,0.1420680796403339,fn<0,796.0,1106.0,30.0,0.1
30-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.200000-notes/run_0,1810,7650,2059,7401,0.3779005524861878,0.4531325886352598,0.092419943250912,0.1219607843137254,fn>=0_inferred,684.0,933.0,30.0,0.2
30-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.200000-notes/run_0,2500,8040,3131,7409,0.2916,0.434366017246886,0.0983938453232555,0.1691542288557214,fn<0_inferred,729.0,1360.0,30.0,0.2
30-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.200000-notes/run_0,2168,7864,2572,7460,0.3431734317343173,0.4463452566096423,0.0997319034852547,0.1459816887080366,fn<0,744.0,1148.0,30.0,0.2
30-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.200000-notes/run_0,4310,15690,5190,14810,0.3278422273781902,0.4418111753371869,0.0954085077650236,0.1461440407903123,all,1413.0,2293.0,30.0,0.2
30-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.200000-notes/run_0,2142,7826,2618,7350,0.3123249299719888,0.4373567608861726,0.0910204081632653,0.1463071811909021,fn>=0,669.0,1145.0,30.0,0.2
30-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.300000-notes/run_0,4116,15884,5110,14890,0.3049076773566569,0.4401174168297456,0.0842847548690396,0.1415890203978846,all,1255.0,2249.0,30.0,0.3
30-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.300000-notes/run_0,2398,8149,3362,7185,0.2673060884070058,0.4773944080904224,0.0892136395267919,0.196956681801448,fn<0_inferred,641.0,1605.0,30.0,0.3
30-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.300000-notes/run_0,1718,7735,1748,7705,0.3573923166472643,0.3684210526315789,0.0796885139519792,0.0832579185520362,fn>=0_inferred,614.0,644.0,30.0,0.3
30-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.300000-notes/run_0,2004,7968,2525,7447,0.2934131736526946,0.4392079207920792,0.0789579696522089,0.1391817269076305,fn<0,588.0,1109.0,30.0,0.3
30-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.300000-notes/run_0,2112,7916,2585,7443,0.3158143939393939,0.4410058027079304,0.089614402794572,0.1440121273370389,fn>=0,667.0,1140.0,30.0,0.3
30-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.400000-notes/run_0,1942,7652,2317,7277,0.2914521112255406,0.406128614587829,0.0777793046585131,0.122974385781495,fn>=0_inferred,566.0,941.0,30.0,0.4
30-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.400000-notes/run_0,1841,8088,2611,7318,0.269418794133623,0.4848716966679433,0.0677780814430172,0.1565281899109792,fn>=0,496.0,1266.0,30.0,0.4
30-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.400000-notes/run_0,3933,16067,5215,14785,0.2837528604118993,0.4598274209012464,0.0754819073385187,0.1492500155598431,all,1116.0,2398.0,30.0,0.4
30-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.400000-notes/run_0,1991,8415,2898,7508,0.2762430939226519,0.5027605244996549,0.0732551944592434,0.1731431966726084,fn<0_inferred,550.0,1457.0,30.0,0.4
30-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.400000-notes/run_0,2092,7979,2604,7467,0.2963671128107074,0.434715821812596,0.0830320074996651,0.1418724150896102,fn<0,620.0,1132.0,30.0,0.4
30-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.500000-notes/run_0,1862,8161,2613,7410,0.2422126745435016,0.4600076540375047,0.0608636977058029,0.1472858718294326,fn<0,451.0,1202.0,30.0,0.5
30-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.500000-notes/run_0,2006,7971,2623,7354,0.281655034895314,0.4506290507052993,0.0768289366331248,0.148287542340986,fn>=0,565.0,1182.0,30.0,0.5
30-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.500000-notes/run_0,2040,8386,3197,7229,0.2308823529411764,0.5092274006881451,0.0651542398672015,0.1941330789410923,fn<0_inferred,471.0,1628.0,30.0,0.5
30-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.500000-notes/run_0,1828,7746,2039,7535,0.2981400437636761,0.3707699852869053,0.0723291307232913,0.0975987606506584,fn>=0_inferred,545.0,756.0,30.0,0.5
30-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.500000-notes/run_0,3868,16132,5236,14764,0.2626680455015512,0.4553093964858671,0.0688160390138173,0.147780808331267,all,1016.0,2384.0,30.0,0.5
30-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.600000-notes/run_0,3726,16274,5068,14932,0.2359098228663446,0.4382399368587213,0.0588668631127779,0.1364753594690918,all,879.0,2221.0,30.0,0.6
30-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.600000-notes/run_0,1790,8343,2738,7395,0.2251396648044692,0.4934258582907231,0.0544962812711291,0.1619321586959127,fn<0_inferred,403.0,1351.0,30.0,0.6
30-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.600000-notes/run_0,1898,8085,2530,7453,0.2476290832455216,0.4355731225296442,0.0630618542868643,0.1363017934446506,fn>=0,470.0,1102.0,30.0,0.6
30-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.600000-notes/run_0,1828,8189,2538,7479,0.2237417943107221,0.4408983451536643,0.054686455408477,0.1366467212113811,fn<0,409.0,1119.0,30.0,0.6
30-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.600000-notes/run_0,1936,7931,2330,7537,0.2458677685950413,0.3733905579399141,0.0631551014992702,0.1096961291136048,fn>=0_inferred,476.0,870.0,30.0,0.6
30-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.700000-notes/run_0,3579,16421,5250,14750,0.2151438949427214,0.4649523809523809,0.0522033898305084,0.1486511174715303,all,770.0,2441.0,30.0,0.7
30-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.700000-notes/run_0,1760,8140,2597,7303,0.2068181818181818,0.4624566807855217,0.0498425304669314,0.1475429975429975,fn<0,364.0,1201.0,30.0,0.7
30-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.700000-notes/run_0,1819,8281,2653,7447,0.2231995601979109,0.4673954014323407,0.0545185980931918,0.1497403695205893,fn>=0,406.0,1240.0,30.0,0.7
30-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.700000-notes/run_0,1916,8271,3164,7023,0.1842379958246346,0.5060050568900126,0.0502634201908016,0.1935678878007496,fn<0_inferred,353.0,1601.0,30.0,0.7
30-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.700000-notes/run_0,1663,8150,2086,7727,0.2507516536380036,0.4026845637583892,0.0539666105862559,0.1030674846625766,fn>=0_inferred,417.0,840.0,30.0,0.7
30-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.800000-notes/run_0,3397,16603,5239,14761,0.2063585516632322,0.4853979767131132,0.0474900074520696,0.1531650906462687,all,701.0,2543.0,30.0,0.8
30-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.800000-notes/run_0,1831,8502,3127,7206,0.1916985253959585,0.526702910137512,0.0487094088259783,0.1937191249117854,fn>=0_inferred,351.0,1647.0,30.0,0.8
30-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.800000-notes/run_0,1566,8101,2112,7555,0.2234993614303959,0.4242424242424242,0.0463269358041032,0.1106036291815825,fn<0_inferred,350.0,896.0,30.0,0.8
30-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.800000-notes/run_0,1698,8403,2641,7460,0.2008244994110718,0.486179477470655,0.045710455764075,0.1528025705105319,fn>=0,341.0,1284.0,30.0,0.8
30-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.800000-notes/run_0,1699,8200,2598,7301,0.2118893466745144,0.4846035411855273,0.0493083139295986,0.1535365853658536,fn<0,360.0,1259.0,30.0,0.8
30-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.900000-notes/run_0,1348,8324,2237,7435,0.2010385756676558,0.5185516316495307,0.0364492266308002,0.1393560788082652,fn>=0_inferred,271.0,1160.0,30.0,0.9
30-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.900000-notes/run_0,1525,8413,2562,7376,0.1777049180327868,0.5105386416861827,0.0367407809110629,0.1554736716985617,fn<0,271.0,1308.0,30.0,0.9
30-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.900000-notes/run_0,1643,8419,2655,7407,0.1898965307364577,0.4986817325800377,0.04212231672742,0.1572633329374035,fn>=0,312.0,1324.0,30.0,0.9
30-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.900000-notes/run_0,1820,8508,2980,7348,0.1714285714285714,0.4939597315436241,0.0424605334784975,0.1730136342266102,fn<0_inferred,312.0,1472.0,30.0,0.9
30-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/30-r_fun-0.900000-notes/run_0,3168,16832,5217,14783,0.1840277777777778,0.5045045045045045,0.0394371913684637,0.1563688212927756,all,583.0,2632.0,30.0,0.9
31-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.000000-notes/run_0,2885,8028,3245,7668,0.2818024263431542,0.3614791987673343,0.1060250391236306,0.1461136023916293,fn<0_inferred,813.0,1173.0,31.0,0.0
31-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.000000-notes/run_0,2319,7677,2630,7366,0.3203967227253126,0.4007604562737643,0.1008688569101276,0.1372932134948547,fn<0,743.0,1054.0,31.0,0.0
31-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.000000-notes/run_0,4447,15553,5219,14781,0.3213402293681133,0.4217283004406975,0.0966781679182734,0.14151610621745,all,1429.0,2201.0,31.0,0.0
31-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.000000-notes/run_0,2128,7876,2589,7415,0.3223684210526316,0.4430281962147547,0.0925151719487525,0.1456323006602336,fn>=0,686.0,1147.0,31.0,0.0
31-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.000000-notes/run_0,1562,7525,1974,7113,0.3943661971830985,0.5207700101317123,0.0866019963447209,0.1366112956810631,fn>=0_inferred,616.0,1028.0,31.0,0.0
31-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.100000-notes/run_0,4239,15761,5125,14875,0.3210662892191555,0.4384390243902439,0.0914957983193277,0.1425670959964469,all,1361.0,2247.0,31.0,0.1
31-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.100000-notes/run_0,2190,7838,2577,7451,0.3401826484018265,0.4392704695382227,0.0999865789826868,0.1444245981117632,fn<0,745.0,1132.0,31.0,0.1
31-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.100000-notes/run_0,2049,7923,2548,7424,0.3006344558321132,0.4375981161695447,0.0829741379310344,0.1407295216458412,fn>=0,616.0,1115.0,31.0,0.1
31-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.100000-notes/run_0,1674,7587,2060,7201,0.4002389486260454,0.512621359223301,0.0930426329676433,0.1391854487939897,fn>=0_inferred,670.0,1056.0,31.0,0.1
31-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.100000-notes/run_0,2565,8174,3065,7674,0.2693957115009746,0.3885807504078303,0.0900443054469637,0.1457058967457793,fn<0_inferred,691.0,1191.0,31.0,0.1
31-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.200000-notes/run_0,2063,7919,2667,7315,0.275811924381968,0.4398200224971879,0.0777853725222146,0.1481247632276802,fn<0,569.0,1173.0,31.0,0.2
31-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.200000-notes/run_0,2157,7861,2650,7368,0.3082985628187297,0.4369811320754717,0.0902551574375678,0.1473095026078107,fn>=0,665.0,1158.0,31.0,0.2
31-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.200000-notes/run_0,1093,7020,944,7169,0.5013723696248856,0.4226694915254237,0.0764402287627284,0.0568376068376068,fn>=0_inferred,548.0,399.0,31.0,0.2
31-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.200000-notes/run_0,3127,8760,4373,7514,0.2193795970578829,0.4418019666133089,0.0912962470055895,0.2205479452054794,fn<0_inferred,686.0,1932.0,31.0,0.2
31-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.200000-notes/run_0,4220,15780,5317,14683,0.2924170616113744,0.4384051156667293,0.0840427705509773,0.1477186311787072,all,1234.0,2331.0,31.0,0.2
31-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.300000-notes/run_0,4151,15849,5234,14766,0.2951096121416526,0.4409629346580053,0.0829608560205878,0.145624329610701,all,1225.0,2308.0,31.0,0.3
31-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.300000-notes/run_0,2062,7991,2596,7457,0.2967992240543162,0.4414483821263482,0.0820705377497653,0.1434113377549743,fn<0,612.0,1146.0,31.0,0.3
31-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.300000-notes/run_0,2717,8391,3765,7343,0.2432830327567169,0.4539176626826029,0.090017703935721,0.2036705994517935,fn<0_inferred,661.0,1709.0,31.0,0.3
31-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.300000-notes/run_0,2089,7858,2638,7309,0.2934418382000957,0.4404852160727824,0.0838692023532631,0.1478747772970221,fn>=0,613.0,1162.0,31.0,0.3
31-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.300000-notes/run_0,1434,7458,1469,7423,0.3933054393305439,0.4077603812117086,0.075980061969554,0.0803164387235183,fn>=0_inferred,564.0,599.0,31.0,0.3
31-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.400000-notes/run_0,2194,8406,3276,7324,0.2643573381950775,0.5073260073260073,0.0791916985253959,0.1977159172019985,fn<0_inferred,580.0,1662.0,31.0,0.4
31-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.400000-notes/run_0,2026,7909,2667,7268,0.2912142152023692,0.4615673040869891,0.0811777655476059,0.155645467189278,fn>=0,590.0,1231.0,31.0,0.4
31-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.400000-notes/run_0,1898,8167,2552,7513,0.2781875658587987,0.4631661442006269,0.0702781844802342,0.1447287865801395,fn<0,528.0,1182.0,31.0,0.4
31-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.400000-notes/run_0,3924,16076,5219,14781,0.2849133537206931,0.4623491090247174,0.0756376429199648,0.1500995272455834,all,1118.0,2413.0,31.0,0.4
31-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.400000-notes/run_0,1730,7670,1943,7457,0.3109826589595376,0.386515697375193,0.0721469759957087,0.0979139504563233,fn>=0_inferred,538.0,751.0,31.0,0.4
31-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.500000-notes/run_0,1675,8032,2548,7159,0.2841791044776119,0.5294348508634223,0.0664897332029613,0.167953187250996,fn>=0_inferred,476.0,1349.0,31.0,0.5
31-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.500000-notes/run_0,2259,8034,2762,7531,0.2536520584329349,0.389572773352643,0.0760855132120568,0.1339307941249689,fn<0_inferred,573.0,1076.0,31.0,0.5
31-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.500000-notes/run_0,1931,8112,2687,7356,0.250647332988089,0.4614812058057313,0.0657966286025013,0.1528599605522682,fn>=0,484.0,1240.0,31.0,0.5
31-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/31-r_fun-0.500000-notes/run_0,3934,16066,5310,14690,0.2666497203863752,0.4566854990583804,0.0714091218515997,0.1509398730237769,all,1049.0,2425.0,31.0,0.5
