params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,dhom
37-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.100000-notes/run_0,1791,8072,2643,7220,0.3707426018983808,0.5735906167234204,0.09196675900277,0.1878097125867195,fn<0,664.0,1516.0,37.0,0.1
37-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.100000-notes/run_0,3977,16023,5187,14813,0.338697510686447,0.4929631771737034,0.0909336393708229,0.1595830992947637,all,1347.0,2557.0,37.0,0.1
37-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.100000-notes/run_0,1497,7153,1211,7439,0.312625250501002,0.1502890173410404,0.0629116816776448,0.0254438697050188,fn>=0_inferred,468.0,182.0,37.0,0.1
37-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.200000-notes/run_0,1999,7871,2541,7329,0.3736868434217109,0.5072805981896891,0.1019238641015145,0.16376572227163,fn<0,747.0,1289.0,37.0,0.2
37-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.200000-notes/run_0,4292,15708,5213,14787,0.3543802423112768,0.4684442739305582,0.1028606208155812,0.1554621848739495,all,1521.0,2442.0,37.0,0.2
37-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.200000-notes/run_0,2293,7837,2672,7458,0.3375490623637157,0.4315119760479042,0.1037811745776347,0.1471226234528518,fn>=0,774.0,1153.0,37.0,0.2
37-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.200000-notes/run_0,2140,7533,2320,7353,0.3383177570093458,0.3896551724137931,0.0984632122943016,0.1200053099694676,fn>=0_inferred,724.0,904.0,37.0,0.2
37-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.200000-notes/run_0,2152,8175,2893,7434,0.3703531598513011,0.5316280677497408,0.1072101156846919,0.1881345565749235,fn<0_inferred,797.0,1538.0,37.0,0.2
37-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.300000-notes/run_0,4074,15926,5209,14791,0.383406971035837,0.5177577270109426,0.1056047596511392,0.1693457239733768,all,1562.0,2697.0,37.0,0.3
37-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.300000-notes/run_0,1902,6913,1461,7354,0.3491062039957939,0.1526351813826146,0.0902909980962741,0.032258064516129,fn>=0_inferred,664.0,223.0,37.0,0.3
37-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.300000-notes/run_0,2024,7860,2598,7286,0.4184782608695652,0.5469591993841416,0.116250343123799,0.1807888040712468,fn<0,847.0,1421.0,37.0,0.3
37-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.300000-notes/run_0,2172,9013,3748,7437,0.4134438305709024,0.66008537886873,0.1207476132849267,0.2744923998668589,fn<0_inferred,898.0,2474.0,37.0,0.3
37-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.300000-notes/run_0,2050,8066,2611,7505,0.348780487804878,0.4887016468785906,0.09526982011992,0.1581948921398462,fn>=0,715.0,1276.0,37.0,0.3
37-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.400000-notes/run_0,4363,15637,5235,14765,0.4040797616319047,0.5033428844317096,0.1194039959363359,0.1685105838715866,all,1763.0,2635.0,37.0,0.4
37-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.400000-notes/run_0,2103,7957,2698,7362,0.3471231573941987,0.4911045218680504,0.0991578375441456,0.1665200452431821,fn<0,730.0,1325.0,37.0,0.4
37-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.400000-notes/run_0,3643,6942,4800,5785,0.3351633269283557,0.4954166666666666,0.2110630942091616,0.3425525785076347,fn<0_inferred,1221.0,2378.0,37.0,0.4
37-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.400000-notes/run_0,720,8695,435,8980,0.7527777777777778,0.5908045977011495,0.0603563474387527,0.0295572167912593,fn>=0_inferred,542.0,257.0,37.0,0.4
37-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.400000-notes/run_0,2260,7680,2537,7403,0.4570796460176991,0.5163579030350808,0.1395380251249493,0.1705729166666666,fn>=0,1033.0,1310.0,37.0,0.4
37-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.500000-notes/run_0,2110,8578,2529,8159,0.4279620853080568,0.5227362593910636,0.1106753278588062,0.1541151783632548,fn>=0_inferred,903.0,1322.0,37.0,0.5
37-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.500000-notes/run_0,1513,7799,2726,6586,0.4448116325181758,0.6918561995597946,0.1021864561190403,0.2418258751121938,fn<0_inferred,673.0,1886.0,37.0,0.5
37-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.500000-notes/run_0,1818,8158,2609,7367,0.4361936193619362,0.6071291682637026,0.1076421881362834,0.1941652365775925,fn<0,793.0,1584.0,37.0,0.5
37-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.500000-notes/run_0,3623,16377,5255,14745,0.4349986199282362,0.6104662226450999,0.1068836893862326,0.1958844721255419,all,1576.0,3208.0,37.0,0.5
37-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.500000-notes/run_0,1805,8219,2646,7378,0.4337950138504155,0.6137566137566137,0.1061263214963404,0.197590947803869,fn>=0,783.0,1624.0,37.0,0.5
37-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.600000-notes/run_0,1535,8432,2661,7306,0.4312703583061889,0.6719278466741826,0.0906104571584998,0.2120493358633776,fn<0,662.0,1788.0,37.0,0.6
37-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.600000-notes/run_0,3519,16481,5307,14693,0.4660414890593918,0.6459393254192576,0.1116177771728033,0.2079970875553667,all,1640.0,3428.0,37.0,0.6
37-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.600000-notes/run_0,3111,8648,5255,6504,0.3998714239794278,0.6447193149381542,0.1912669126691266,0.3917668825161887,fn<0_inferred,1244.0,3388.0,37.0,0.6
37-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.600000-notes/run_0,408,7833,52,8189,0.9705882352941176,0.7692307692307693,0.0483575528147514,0.005106600280863,fn>=0_inferred,396.0,40.0,37.0,0.6
37-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.600000-notes/run_0,1984,8049,2646,7387,0.4929435483870967,0.6198034769463341,0.1323947475294436,0.2037520188843334,fn>=0,978.0,1640.0,37.0,0.6
37-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.700000-notes/run_0,4008,15992,5320,14680,0.4396207584830339,0.5778195488721805,0.1200272479564032,0.1922211105552776,all,1762.0,3074.0,37.0,0.7
37-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.700000-notes/run_0,3476,10393,5116,8753,0.4113924050632911,0.6000781860828772,0.1633725579801211,0.2953911286442798,fn<0_inferred,1430.0,3070.0,37.0,0.7
37-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.700000-notes/run_0,532,5599,204,5927,0.6240601503759399,0.0196078431372549,0.0560148473089252,0.0007144132880871,fn>=0_inferred,332.0,4.0,37.0,0.7
37-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.700000-notes/run_0,2068,7853,2623,7298,0.4124758220502901,0.5367899351887152,0.1168813373526993,0.1792945371195721,fn>=0,853.0,1408.0,37.0,0.7
37-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.700000-notes/run_0,1940,8139,2697,7382,0.4685567010309278,0.617723396366333,0.1231373611487401,0.2046934512839415,fn<0,909.0,1666.0,37.0,0.7
37-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.800000-notes/run_0,506,7717,7,8216,0.9940711462450592,0.5714285714285714,0.061222005842259,0.0005183361409874,fn>=0_inferred,503.0,4.0,37.0,0.8
37-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.800000-notes/run_0,2820,8957,5105,6672,0.4411347517730496,0.69128305582762,0.1864508393285371,0.3939935246176175,fn<0_inferred,1244.0,3529.0,37.0,0.8
37-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.800000-notes/run_0,1375,8619,2533,7461,0.56,0.7611527832609554,0.1032033239512129,0.2236918436013458,fn>=0,770.0,1928.0,37.0,0.8
37-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.800000-notes/run_0,1951,8055,2579,7427,0.5007688364941056,0.6223342380767739,0.1315470580315066,0.1992551210428305,fn<0,977.0,1605.0,37.0,0.8
37-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.800000-notes/run_0,3326,16674,5112,14888,0.5252555622369213,0.6911189358372457,0.1173428264373992,0.2118867698212786,all,1747.0,3533.0,37.0,0.8
37-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.900000-notes/run_0,4768,15232,5184,14816,0.4490352348993288,0.4932484567901234,0.144505939524838,0.1678702731092436,all,2141.0,2557.0,37.0,0.9
37-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.900000-notes/run_0,2186,7763,2932,7017,0.4268069533394327,0.5726466575716235,0.1329628046173578,0.2162823650650521,fn<0_inferred,933.0,1679.0,37.0,0.9
37-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.900000-notes/run_0,2582,7469,2252,7799,0.4678543764523625,0.3898756660746003,0.1548916527759969,0.1175525505422412,fn>=0_inferred,1208.0,878.0,37.0,0.9
37-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.900000-notes/run_0,2559,7425,2612,7372,0.4615084017194216,0.4724349157733537,0.1602007596310363,0.1661952861952862,fn>=0,1181.0,1234.0,37.0,0.9
37-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-0.900000-notes/run_0,2209,7807,2572,7444,0.4345857854232684,0.5143856920684292,0.1289629231595916,0.1694633021647239,fn<0,960.0,1323.0,37.0,0.9
37-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-1.000000-notes/run_0,2244,9657,5244,6657,0.4558823529411764,0.767162471395881,0.1536728255971158,0.4165890027958993,fn<0_inferred,1023.0,4023.0,37.0,1.0
37-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-1.000000-notes/run_0,395,7704,14,8085,1.0,1.0,0.0488559059987631,0.0018172377985462,fn>=0_inferred,395.0,14.0,37.0,1.0
37-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-1.000000-notes/run_0,1849,8233,2603,7479,0.4851270957274202,0.6342681521321553,0.1199358202968311,0.2005344345924936,fn<0,897.0,1651.0,37.0,1.0
37-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-1.000000-notes/run_0,790,9128,2655,7263,0.6594936708860759,0.8986817325800377,0.0717334434806553,0.2613935144609991,fn>=0,521.0,2386.0,37.0,1.0
37-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/37-r_fun-1.000000-notes/run_0,2639,17361,5258,14742,0.537324744221296,0.7677824267782427,0.0961877628544295,0.2325326882092045,all,1418.0,4037.0,37.0,1.0
38-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.000000-notes/run_0,2195,5506,2805,4896,0.1681093394077448,0.3490196078431372,0.0753676470588235,0.1778060297856883,fn>=0_inferred,369.0,979.0,38.0,0.0
38-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.000000-notes/run_0,4183,15817,5180,14820,0.2689457327277074,0.4096525096525096,0.075910931174089,0.1341594486944426,all,1125.0,2122.0,38.0,0.0
38-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.000000-notes/run_0,2352,7730,2607,7475,0.3154761904761904,0.3824319140774836,0.0992642140468227,0.1289780077619663,fn>=0,742.0,997.0,38.0,0.0
38-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.000000-notes/run_0,1831,8087,2573,7345,0.2091753140360459,0.4372328021764477,0.05214431586113,0.1391121553109929,fn<0,383.0,1125.0,38.0,0.0
38-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.000000-notes/run_0,1988,10311,2375,9924,0.380281690140845,0.4812631578947368,0.0761789600967352,0.110852487634565,fn<0_inferred,756.0,1143.0,38.0,0.0
38-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.100000-notes/run_0,2153,8147,2577,7723,0.3516024152345564,0.4582848273185875,0.0980189045707626,0.1449613354609058,fn>=0_inferred,757.0,1181.0,38.0,0.1
38-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.100000-notes/run_0,4229,15771,5155,14845,0.3397966422322062,0.4583899127061105,0.0968002694509936,0.1498319700716505,all,1437.0,2363.0,38.0,0.1
38-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.100000-notes/run_0,2047,7900,2579,7368,0.3331704934049829,0.4707250872431175,0.0925624321389793,0.1536708860759493,fn<0,682.0,1214.0,38.0,0.1
38-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.100000-notes/run_0,2182,7871,2576,7477,0.346012832263978,0.4460403726708074,0.100976327404039,0.1459789099225003,fn>=0,755.0,1149.0,38.0,0.1
38-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.100000-notes/run_0,2076,7624,2578,7122,0.327552986512524,0.4584949573312645,0.095478798090424,0.1550367261280167,fn<0_inferred,680.0,1182.0,38.0,0.1
38-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.200000-notes/run_0,3235,6244,4521,4958,0.2744976816074188,0.4808670648086706,0.1791044776119403,0.3481742472773863,fn<0_inferred,888.0,2174.0,38.0,0.2
38-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.200000-notes/run_0,971,9550,697,9824,0.6930998970133883,0.5724533715925395,0.0685057003257329,0.0417801047120418,fn>=0_inferred,673.0,399.0,38.0,0.2
38-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.200000-notes/run_0,1983,7884,2569,7298,0.3212304589006555,0.4760607240171273,0.087284187448616,0.1551243023845763,fn<0,637.0,1223.0,38.0,0.2
38-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.200000-notes/run_0,4206,15794,5218,14782,0.3711364717070851,0.4931008049060943,0.1056014071167636,0.1629099658098012,all,1561.0,2573.0,38.0,0.2
38-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.200000-notes/run_0,2223,7910,2649,7484,0.4156545209176788,0.5096262740656852,0.1234633885622661,0.1706700379266751,fn>=0,924.0,1350.0,38.0,0.2
38-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.300000-notes/run_0,1260,9495,1287,9468,0.6150793650793651,0.6231546231546231,0.0818546683565695,0.0844655081621906,fn>=0_inferred,775.0,802.0,38.0,0.3
38-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.300000-notes/run_0,3299,5946,3858,5387,0.2934222491664141,0.395800933125972,0.1796918507518099,0.256811301715439,fn<0_inferred,968.0,1527.0,38.0,0.3
38-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.300000-notes/run_0,2359,7681,2594,7446,0.4022891055532005,0.456437933693138,0.1274509803921568,0.1541465954953782,fn>=0,949.0,1184.0,38.0,0.3
38-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.300000-notes/run_0,4559,15441,5145,14855,0.3823206843606054,0.4526724975704567,0.1173342308986873,0.1508321999870474,all,1743.0,2329.0,38.0,0.3
38-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.300000-notes/run_0,2200,7760,2551,7409,0.3609090909090909,0.448843590748726,0.1071669591037926,0.1475515463917525,fn<0,794.0,1145.0,38.0,0.3
38-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.400000-notes/run_0,840,9095,1073,8862,0.6654761904761904,0.7381174277726001,0.0630783118934777,0.0870808136338647,fn>=0_inferred,559.0,792.0,38.0,0.4
38-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.400000-notes/run_0,3599,6466,4165,5900,0.3220338983050847,0.4141656662665066,0.1964406779661017,0.2667800804206619,fn<0_inferred,1159.0,1725.0,38.0,0.4
38-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.400000-notes/run_0,2146,7857,2595,7408,0.3597390493942218,0.4705202312138728,0.1042116630669546,0.1554028255059183,fn<0,772.0,1221.0,38.0,0.4
38-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.400000-notes/run_0,4439,15561,5238,14762,0.3870241045280468,0.4805269186712486,0.1163798943232624,0.1617505301715828,all,1718.0,2517.0,38.0,0.4
38-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.400000-notes/run_0,2293,7704,2643,7354,0.412559965111208,0.4903518728717366,0.1286374762034267,0.1682242990654205,fn>=0,946.0,1296.0,38.0,0.4
38-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.500000-notes/run_0,2033,7851,2582,7302,0.4249877029021151,0.5472501936483346,0.1183237469186524,0.1799770729843332,fn<0_inferred,864.0,1413.0,38.0,0.5
38-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.500000-notes/run_0,4081,15919,5301,14699,0.4163195295270767,0.5506508205998868,0.1155860942921287,0.1833657893083736,all,1699.0,2919.0,38.0,0.5
38-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.500000-notes/run_0,2048,8068,2719,7397,0.40771484375,0.5538801029790364,0.1128836014600513,0.1866633614278631,fn>=0_inferred,835.0,1506.0,38.0,0.5
38-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.500000-notes/run_0,2107,7818,2634,7291,0.4219269102990033,0.5375854214123007,0.1219311479906734,0.1811204911742133,fn>=0,889.0,1416.0,38.0,0.5
38-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.500000-notes/run_0,1974,8101,2667,7408,0.4103343465045592,0.5635545556805399,0.109341252699784,0.1855326502900876,fn<0,810.0,1503.0,38.0,0.5
38-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.600000-notes/run_0,3432,10263,4882,8813,0.4117132867132867,0.5864399836132732,0.1603313287189379,0.2789632661015297,fn<0_inferred,1413.0,2863.0,38.0,0.6
38-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.600000-notes/run_0,2095,7841,2627,7309,0.4606205250596659,0.5698515416825276,0.1320290053358872,0.190919525570718,fn>=0,965.0,1497.0,38.0,0.6
38-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.600000-notes/run_0,776,5529,387,5918,0.5103092783505154,0.0180878552971576,0.0669144981412639,0.0012660517272562,fn>=0_inferred,396.0,7.0,38.0,0.6
38-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.600000-notes/run_0,2113,7951,2642,7422,0.399432087079981,0.5196820590461771,0.1137159795203449,0.1726826814237202,fn<0,844.0,1373.0,38.0,0.6
38-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.600000-notes/run_0,4208,15792,5269,14731,0.4298954372623574,0.5446953881191877,0.1228022537505939,0.1817375886524822,all,1809.0,2870.0,38.0,0.6
38-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.700000-notes/run_0,4724,15276,5222,14778,0.428662150719729,0.483148219073152,0.1370280146163215,0.1651610369206598,all,2025.0,2523.0,38.0,0.7
38-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.700000-notes/run_0,2380,7568,2664,7284,0.4184873949579832,0.4804804804804805,0.1367380560131795,0.1691331923890063,fn>=0,996.0,1280.0,38.0,0.7
38-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.700000-notes/run_0,3126,9107,4099,8134,0.4331413947536788,0.5676994388875335,0.1664617654290631,0.2555177336115076,fn<0_inferred,1354.0,2327.0,38.0,0.7
38-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.700000-notes/run_0,1598,6169,1123,6644,0.4198998748435544,0.1745325022261799,0.1009933774834437,0.0317717620359863,fn>=0_inferred,671.0,196.0,38.0,0.7
38-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.700000-notes/run_0,2344,7708,2558,7494,0.4389931740614334,0.4859265050820954,0.1373098478783026,0.161261027503892,fn<0,1029.0,1243.0,38.0,0.7
38-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.800000-notes/run_0,445,7357,3,7799,0.997752808988764,0.6666666666666666,0.0569303756891909,0.0002718499388337,fn>=0_inferred,444.0,2.0,38.0,0.8
38-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.800000-notes/run_0,1250,8748,2706,7292,0.5264,0.7812269031781227,0.0902358749314317,0.2416552354823959,fn>=0,658.0,2114.0,38.0,0.8
38-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/38-r_fun-0.800000-notes/run_0,1772,8230,2605,7397,0.5259593679458239,0.6775431861804223,0.1259970258212789,0.2144592952612393,fn<0,932.0,1765.0,38.0,0.8
