params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,mu_fnr
32-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.200000-notes/run_0,2271,7732,2467,7536,0.3637164244826067,0.4142683421159303,0.1096072186836518,0.1321779617175375,fn>=0,826.0,1022.0,32.0,0.2
32-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.200000-notes/run_0,2144,7853,2581,7416,0.3246268656716418,0.4389771406431615,0.0938511326860841,0.1442760728384057,fn<0,696.0,1133.0,32.0,0.2
32-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.300000-notes/run_0,2052,7893,2300,7645,0.3630604288499025,0.4317391304347826,0.0974493132766514,0.1258076776890916,fn<0,745.0,993.0,32.0,0.3
32-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.300000-notes/run_0,4134,15866,4611,15389,0.3628447024673439,0.4287573194534808,0.0974722204171811,0.1246060758855414,all,1500.0,1977.0,32.0,0.3
32-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.300000-notes/run_0,2552,7897,2775,7674,0.3142633228840125,0.3693693693693693,0.1045087307792546,0.1297961251108015,fn<0_inferred,802.0,1025.0,32.0,0.3
32-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.300000-notes/run_0,1582,7969,1836,7715,0.4412136536030341,0.5185185185185185,0.0904731043421905,0.1194629188103902,fn>=0_inferred,698.0,952.0,32.0,0.3
32-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.300000-notes/run_0,2082,7973,2311,7744,0.3626320845341018,0.4257897014279532,0.0974948347107438,0.123416530791421,fn>=0,755.0,984.0,32.0,0.3
32-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.400000-notes/run_0,1670,7835,1498,8007,0.4658682634730539,0.4045393858477971,0.0971649806419383,0.0773452456924058,fn>=0_inferred,778.0,606.0,32.0,0.4
32-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.400000-notes/run_0,2346,8149,2686,7809,0.3815004262574595,0.4597915115413254,0.1146113458829555,0.1515523377101484,fn<0_inferred,895.0,1235.0,32.0,0.4
32-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.400000-notes/run_0,1991,8044,2097,7938,0.4229030637870417,0.4520743919885551,0.1060720584530108,0.1178518150174042,fn>=0,842.0,948.0,32.0,0.4
32-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.400000-notes/run_0,2025,7940,2087,7878,0.4103703703703704,0.4278869190225203,0.1054836252856054,0.1124685138539042,fn<0,831.0,893.0,32.0,0.4
32-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.400000-notes/run_0,4016,15984,4184,15816,0.4165836653386454,0.4400095602294455,0.1057789580171977,0.1151776776776776,all,1673.0,1841.0,32.0,0.4
32-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.500000-notes/run_0,1795,8066,1809,8052,0.4501392757660167,0.4543946932006633,0.1003477396920019,0.1019092486982395,fn<0_inferred,808.0,822.0,32.0,0.5
32-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.500000-notes/run_0,1925,8099,1850,8174,0.4535064935064935,0.4313513513513513,0.106802055297284,0.0985306828003457,fn>=0,873.0,798.0,32.0,0.5
32-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.500000-notes/run_0,1876,8100,1834,8142,0.4546908315565032,0.4422028353326063,0.1047654139032178,0.1001234567901234,fn<0,853.0,811.0,32.0,0.5
32-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.500000-notes/run_0,2006,8133,1875,8264,0.4576271186440678,0.4197333333333333,0.1110842207163601,0.0967662609123324,fn>=0_inferred,918.0,787.0,32.0,0.5
32-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.500000-notes/run_0,3801,16199,3684,16316,0.454091028676664,0.4367535287730728,0.105785731797009,0.0993271189579603,all,1726.0,1609.0,32.0,0.5
32-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.600000-notes/run_0,2256,8701,2310,8647,0.4419326241134751,0.454978354978355,0.1153001040823406,0.1207907137110677,fn<0_inferred,997.0,1051.0,32.0,0.6
32-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.600000-notes/run_0,3649,16351,3190,16810,0.5012332145793368,0.4294670846394984,0.1088042831647828,0.0837869243471347,all,1829.0,1370.0,32.0,0.6
32-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.600000-notes/run_0,1901,8106,1572,8435,0.516044187269858,0.4147582697201017,0.1163011262596324,0.080434246237355,fn<0,981.0,652.0,32.0,0.6
32-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.600000-notes/run_0,1748,8245,1618,8375,0.4851258581235698,0.4437577255871446,0.1012537313432835,0.0870830806549423,fn>=0,848.0,718.0,32.0,0.6
32-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.600000-notes/run_0,1393,7650,880,8163,0.5972720746590093,0.3625,0.1019233125076565,0.0416993464052287,fn>=0_inferred,832.0,319.0,32.0,0.6
32-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.700000-notes/run_0,3443,16557,2657,17343,0.5608480975893116,0.4309371471584494,0.1113417517153895,0.0691550401642809,all,1931.0,1145.0,32.0,0.7
32-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.700000-notes/run_0,1770,8250,1294,8726,0.5768361581920904,0.4211746522411128,0.1170066468026587,0.066060606060606,fn<0,1021.0,545.0,32.0,0.7
32-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.700000-notes/run_0,1673,8307,1363,8617,0.5439330543933054,0.4402054292002935,0.1056051990251827,0.0722282412423257,fn>=0,910.0,600.0,32.0,0.7
32-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.700000-notes/run_0,1894,8578,1818,8654,0.5174234424498416,0.4972497249724972,0.1132424312456667,0.1053858708323618,fn<0_inferred,980.0,904.0,32.0,0.7
32-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.700000-notes/run_0,1549,7979,839,8689,0.6139444803098774,0.2872467222884386,0.109448728277132,0.0302042862514099,fn>=0_inferred,951.0,241.0,32.0,0.7
32-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.800000-notes/run_0,1475,8518,1025,8968,0.5966101694915255,0.4195121951219512,0.0981266726137377,0.0504813336463958,fn<0,880.0,430.0,32.0,0.8
32-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.800000-notes/run_0,1669,8391,1157,8903,0.6303175554224086,0.466724286949006,0.1181624171627541,0.0643546657132642,fn>=0_inferred,1052.0,540.0,32.0,0.8
32-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.800000-notes/run_0,1445,8495,905,9035,0.5937716262975778,0.3513812154696132,0.0949640287769784,0.0374337845791642,fn<0_inferred,858.0,318.0,32.0,0.8
32-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.800000-notes/run_0,1639,8368,1037,8970,0.6284319707138499,0.4127290260366442,0.1148272017837235,0.0511472275334608,fn>=0,1030.0,428.0,32.0,0.8
32-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.800000-notes/run_0,3114,16886,2062,17938,0.613359023763648,0.4161008729388942,0.1064778682127327,0.0508113229894587,all,1910.0,858.0,32.0,0.8
32-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.900000-notes/run_0,1712,8688,1014,9386,0.6559579439252337,0.4191321499013806,0.1196462816961431,0.0489180478821362,fn<0_inferred,1123.0,425.0,32.0,0.9
32-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.900000-notes/run_0,1548,8452,844,9156,0.6834625322997416,0.4194312796208531,0.1155526430755788,0.0418835778513961,fn>=0,1058.0,354.0,32.0,0.9
32-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.900000-notes/run_0,3005,16995,1669,18331,0.6782029950083195,0.420611144397843,0.1111777862637063,0.041306266548985,all,2038.0,702.0,32.0,0.9
32-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.900000-notes/run_0,1457,8543,825,9175,0.6726149622512011,0.4218181818181818,0.1068119891008174,0.0407351047641343,fn<0,980.0,348.0,32.0,0.9
32-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-0.900000-notes/run_0,1293,8307,655,8945,0.7076566125290024,0.4229007633587786,0.1022917831190609,0.0333453713735403,fn>=0_inferred,915.0,277.0,32.0,0.9
32-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-1.000000-notes/run_0,1359,8595,583,9371,0.7696835908756439,0.4631217838765009,0.1116209582755309,0.031413612565445,fn>=0_inferred,1046.0,270.0,32.0,1.0
32-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-1.000000-notes/run_0,1401,8635,585,9451,0.7480371163454675,0.3965811965811965,0.1108877367474341,0.0268674001158077,fn<0,1048.0,232.0,32.0,1.0
32-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-1.000000-notes/run_0,1469,8577,634,9412,0.7215793056501021,0.3548895899053628,0.1126221844453888,0.0262329485834207,fn<0_inferred,1060.0,225.0,32.0,1.0
32-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-1.000000-notes/run_0,2828,17172,1217,18783,0.7446958981612447,0.4067378800328677,0.1121226641111643,0.0288259958071278,all,2106.0,495.0,32.0,1.0
32-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/32-r_fun-1.000000-notes/run_0,1427,8537,632,9332,0.7414155571128241,0.4161392405063291,0.1133733390484355,0.0308070750849244,fn>=0,1058.0,263.0,32.0,1.0
33-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.000000-notes/run_0,4254,15746,5234,14766,0.3133521391631406,0.4419182269774551,0.0902749559799539,0.1468944493839705,all,1333.0,2313.0,33.0,0.0
33-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.000000-notes/run_0,2196,7897,2655,7438,0.3287795992714025,0.4448210922787194,0.0970691045980102,0.1495504622008357,fn>=0_inferred,722.0,1181.0,33.0,0.0
33-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.000000-notes/run_0,2058,7849,2579,7328,0.2968901846452866,0.4389298177588212,0.0833788209606987,0.1442221939100522,fn<0_inferred,611.0,1132.0,33.0,0.0
33-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.000000-notes/run_0,2198,7866,2572,7492,0.3380345768880801,0.4342923794712286,0.0991724506139882,0.1420035596236969,fn>=0,743.0,1117.0,33.0,0.0
33-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.000000-notes/run_0,2056,7880,2662,7274,0.286964980544747,0.4492862509391435,0.0811108056090184,0.1517766497461929,fn<0,590.0,1196.0,33.0,0.0
33-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.100000-notes/run_0,2210,7807,2592,7425,0.3262443438914027,0.4255401234567901,0.0971043771043771,0.141283463558345,fn>=0,721.0,1103.0,33.0,0.1
33-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.100000-notes/run_0,2172,7811,2491,7492,0.3351749539594843,0.4203131272581292,0.0971703150026695,0.1340417360133145,fn<0,728.0,1047.0,33.0,0.1
33-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.100000-notes/run_0,4382,15618,5083,14917,0.3306709265175719,0.4229785559708833,0.0971374941342092,0.1376616724292483,all,1449.0,2150.0,33.0,0.1
33-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.100000-notes/run_0,1802,7876,1963,7715,0.3923418423973362,0.4421803362200713,0.0916396629941672,0.1102082275266632,fn>=0_inferred,707.0,868.0,33.0,0.1
33-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.100000-notes/run_0,2580,7742,3120,7202,0.2875968992248062,0.4108974358974359,0.103026936961955,0.1655902867476104,fn<0_inferred,742.0,1282.0,33.0,0.1
33-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.200000-notes/run_0,2085,7928,2431,7582,0.350599520383693,0.4430275606746195,0.0964125560538116,0.1358476286579213,fn<0,731.0,1077.0,33.0,0.2
33-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.200000-notes/run_0,1939,7529,2137,7331,0.3873130479628675,0.444080486663547,0.1024416859909971,0.1260459556381989,fn>=0_inferred,751.0,949.0,33.0,0.2
33-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.200000-notes/run_0,2383,8149,2794,7738,0.3357112882920688,0.4334287759484609,0.1033858878263117,0.1486071910663885,fn<0_inferred,800.0,1211.0,33.0,0.2
33-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.200000-notes/run_0,2237,7750,2500,7487,0.3665623603039785,0.4332,0.1095231735007346,0.1397419354838709,fn>=0,820.0,1083.0,33.0,0.2
33-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.200000-notes/run_0,4322,15678,4931,15069,0.3588616381304951,0.4380450212938552,0.1029265379255425,0.1377726750861079,all,1551.0,2160.0,33.0,0.2
33-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.300000-notes/run_0,844,7355,601,7598,0.6848341232227488,0.5574043261231281,0.076072650697552,0.0455472467709041,fn>=0_inferred,578.0,335.0,33.0,0.3
33-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.300000-notes/run_0,4068,15932,4557,15443,0.3758603736479842,0.4428351985955672,0.0990092598588357,0.1266633191062013,all,1529.0,2018.0,33.0,0.3
33-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.300000-notes/run_0,2053,7940,2266,7727,0.3945445689235266,0.4514563106796116,0.1048272291963245,0.1288413098236775,fn<0,810.0,1023.0,33.0,0.3
33-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.300000-notes/run_0,3224,8577,3956,7845,0.2949751861042183,0.4254297269969666,0.1212237093690248,0.1962224554039874,fn<0_inferred,951.0,1683.0,33.0,0.3
33-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.300000-notes/run_0,2015,7992,2291,7716,0.3568238213399504,0.4343081623745089,0.0931829963711767,0.1244994994994995,fn>=0,719.0,995.0,33.0,0.3
33-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.400000-notes/run_0,2438,8149,2668,7919,0.3765381460213289,0.4302848575712144,0.1159237277434019,0.1408761811265186,fn<0_inferred,918.0,1148.0,33.0,0.4
33-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.400000-notes/run_0,1993,8031,2067,7957,0.4119417962870045,0.4329946782776971,0.1031795902978509,0.1114431577636658,fn<0,821.0,895.0,33.0,0.4
33-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.400000-notes/run_0,2110,7866,2091,7885,0.4327014218009479,0.4275466284074605,0.1157894736842105,0.1136536994660564,fn>=0,913.0,894.0,33.0,0.4
33-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.400000-notes/run_0,4103,15897,4158,15842,0.4226175968803314,0.4302549302549303,0.1094558767832344,0.112536956658489,all,1734.0,1789.0,33.0,0.4
33-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.400000-notes/run_0,1665,7748,1490,7923,0.4900900900900901,0.4302013422818792,0.1029912911775842,0.0827310273618998,fn>=0_inferred,816.0,641.0,33.0,0.4
33-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.500000-notes/run_0,2054,8265,2091,8228,0.4595910418695229,0.4691535150645624,0.1147301895964997,0.1186932849364791,fn>=0_inferred,944.0,981.0,33.0,0.5
33-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.500000-notes/run_0,1934,8028,1798,8164,0.4777662874870734,0.4382647385984427,0.1131798138167564,0.0981564524165421,fn>=0,924.0,788.0,33.0,0.5
33-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.500000-notes/run_0,1860,8178,1843,8195,0.4483870967741935,0.4432989690721649,0.1017693715680292,0.0999021765712888,fn<0,834.0,817.0,33.0,0.5
33-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.500000-notes/run_0,3794,16206,3641,16359,0.463363205060622,0.4408129634715737,0.1074637814047313,0.0990373935579415,all,1758.0,1605.0,33.0,0.5
33-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.500000-notes/run_0,1740,7941,1550,8131,0.4678160919540229,0.4025806451612903,0.1001106874923133,0.0785795239894219,fn<0_inferred,814.0,624.0,33.0,0.5
33-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.600000-notes/run_0,3710,16290,3166,16834,0.5196765498652292,0.4371446620341124,0.1145301176191042,0.0849600982197667,all,1928.0,1384.0,33.0,0.6
33-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.600000-notes/run_0,1609,7999,1103,8505,0.5730267246737104,0.3771532184950136,0.1084068195179306,0.0520065008126015,fn>=0_inferred,922.0,416.0,33.0,0.6
33-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.600000-notes/run_0,1906,8094,1579,8421,0.5241343126967472,0.4255858138062064,0.1186319914499465,0.0830244625648628,fn<0,999.0,672.0,33.0,0.6
33-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.600000-notes/run_0,1804,8196,1587,8413,0.5149667405764967,0.4486452425960932,0.1104243432782598,0.086871644704734,fn>=0,929.0,712.0,33.0,0.6
33-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.600000-notes/run_0,2101,8291,2063,8329,0.4788196097096621,0.4692195831313621,0.120782807059671,0.1167531057773489,fn<0_inferred,1006.0,968.0,33.0,0.6
33-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.700000-notes/run_0,3354,16646,2496,17504,0.5873583780560525,0.4455128205128205,0.1125457038391224,0.0668028355160399,all,1970.0,1112.0,33.0,0.7
33-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.700000-notes/run_0,1724,8298,1237,8785,0.6061484918793504,0.4510913500404204,0.1189527603870233,0.0672451193058568,fn<0,1045.0,558.0,33.0,0.7
33-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.700000-notes/run_0,1607,8467,1307,8767,0.5718730553827007,0.4736036725325172,0.1048249116003193,0.0731073579780323,fn<0_inferred,919.0,619.0,33.0,0.7
33-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.700000-notes/run_0,1747,8179,1189,8737,0.6016027475672582,0.4146341463414634,0.12029300675289,0.0602763173982149,fn>=0_inferred,1051.0,493.0,33.0,0.7
33-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.700000-notes/run_0,1630,8348,1259,8719,0.5674846625766872,0.4400317712470214,0.1060901479527468,0.0663632007666507,fn>=0,925.0,554.0,33.0,0.7
33-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.800000-notes/run_0,1531,8256,929,8858,0.6401045068582626,0.4068891280947255,0.1106344547301874,0.0457848837209302,fn>=0_inferred,980.0,378.0,33.0,0.8
33-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.800000-notes/run_0,1519,8694,1113,9100,0.6135615536537196,0.472596585804133,0.1024175824175824,0.0605014952841039,fn<0_inferred,932.0,526.0,33.0,0.8
33-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.800000-notes/run_0,1491,8579,1034,9036,0.6177062374245473,0.448742746615087,0.1019256308100929,0.0540855577573143,fn>=0,921.0,464.0,33.0,0.8
33-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.800000-notes/run_0,1559,8371,1008,8922,0.63566388710712,0.4365079365079365,0.1110737502802062,0.052562417871222,fn<0,991.0,440.0,33.0,0.8
33-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.800000-notes/run_0,3050,16950,2042,17958,0.6268852459016393,0.4427032321253673,0.1064706537476333,0.0533333333333333,all,1912.0,904.0,33.0,0.8
33-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.900000-notes/run_0,2900,17100,1589,18411,0.6986206896551724,0.4499685336689742,0.1100429091304111,0.041812865497076,all,2026.0,715.0,33.0,0.9
33-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.900000-notes/run_0,1481,8595,820,9256,0.6927751519243754,0.4451219512195122,0.1108470181503889,0.0424665503199534,fn>=0,1026.0,365.0,33.0,0.9
33-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_False/data/33-r_fun-0.900000-notes/run_0,1285,8324,605,9004,0.7354085603112841,0.4380165289256198,0.10495335406486,0.0318356559346468,fn>=0_inferred,945.0,265.0,33.0,0.9
